result,algorithm_id,algorithm_version,algorithm,experimental,scenario,profile,mode,gated,input_rate,output_rate,channels,input_frames,output_frames,expected_output_frames,round_trip_frames,mse,snr_db,psnr_db,elapsed_ms,notes
"INFO PASS","zero_phase_iir_cubic","v1","Experimental ZeroPhaseIirCubic","yes","Alias stress 48k to 16k mono","AliasStress","OneWayReference","no","48000","16000","1","48000","16000","16000","48000","3.741410254826098E-05","32.1407076282356","35.15100741642381","12",""
"INFO","zero_phase_iir_cubic","v1","Experimental ZeroPhaseIirCubic","yes","Broadband 96k to 44.1k stereo","DeterministicNoise","RoundTrip","no","96000","44100","2","48000","22050","22050","48000","0.04019248539790018","2.267210322140016","7.022722034865127","25","MSE 0.04019; SNR 2.27 dB; PSNR 7.02 dB"
"PASS","zero_phase_iir_cubic","v1","Experimental ZeroPhaseIirCubic","yes","Music 48k to 44.1k stereo","HarmonicBlend","RoundTrip","yes","48000","44100","2","48000","44100","44100","48000","1.6402471534225868E-07","51.787130775610066","64.70879952927469","25",""
"PASS","zero_phase_iir_cubic","v1","Experimental ZeroPhaseIirCubic","yes","Speech 48k to 16k mono","HarmonicBlend","RoundTrip","yes","48000","16000","1","48000","16000","16000","48000","2.5341073850987456E-05","29.897501881479357","42.79034168933712","30",""
"INFO","zero_phase_iir_cubic","v1","Experimental ZeroPhaseIirCubic","yes","Sweep 48k to 32k mono","FrequencySweep","RoundTrip","no","48000","32000","1","48000","32000","32000","48000","0.12166486799802353","3.053400829798321","6.05030875973478","12","MSE 0.1217; SNR 3.05 dB; PSNR 6.05 dB"
"PASS","zero_phase_iir_cubic","v1","Experimental ZeroPhaseIirCubic","yes","Transient 44.1k to 48k stereo","TransientPulse","RoundTrip","yes","44100","48000","2","44100","48000","48000","44100","2.0363034745007975E-05","22.77385244603789","45.99642493579623","25",""
"PASS","zero_phase_iir_cubic","v1","Experimental ZeroPhaseIirCubic","yes","Upsample 16k to 48k mono","HarmonicBlend","RoundTrip","yes","16000","48000","1","16000","48000","48000","16000","1.5464957974228193E-05","32.04226459755524","44.93510439341024","13",""
